cod_municipio_ibge,nome,uf,nome_norm
2305506,Iguatu,CE,iguatu
2305605,Independência,CE,independencia
2305654,Ipaporanga,CE,ipaporanga
2305704,Ipaumirim,CE,ipaumirim
2305803,Ipu,CE,ipu
2305902,Ipueiras,CE,ipueiras
2306009,Iracema,CE,iracema
2306108,Irauçuba,CE,iraucuba
2306207,Itaiçaba,CE,itaicaba
2306256,Itaitinga,CE,itaitinga
2306306,Itapajé,CE,itapaje
2306405,Itapipoca,CE,itapipoca
2306504,Itapiúna,CE,itapiuna
2306553,Itarema,CE,itarema
2306603,Itatira,CE,itatira
2306702,Jaguaretama,CE,jaguaretama
2306801,Jaguaribara,CE,jaguaribara
2306900,Jaguaribe,CE,jaguaribe
2307007,Jaguaruana,CE,jaguaruana
2307106,Jardim,CE,jardim
2307205,Jati,CE,jati
2307254,Jijoca de Jericoacoara,CE,jijoca de jericoacoara
2307304,Juazeiro do Norte,CE,juazeiro do norte
2307403,Jucás,CE,jucas
2307502,Lavras da Mangabeira,CE,lavras da mangabeira
2307601,Limoeiro do Norte,CE,limoeiro do norte
2307635,Madalena,CE,madalena
2307650,Maracanaú,CE,maracanau
2307700,Maranguape,CE,maranguape
2307809,Marco,CE,marco
2307908,Martinópole,CE,martinopole
2308005,Massapê,CE,massape
2308104,Mauriti,CE,mauriti
2308203,Meruoca,CE,meruoca
2308302,Milagres,CE,milagres
2308351,Milhã,CE,milha
2308377,Miraíma,CE,miraima
2308401,Missão Velha,CE,missao velha
2308500,Mombaça,CE,mombaca
2308609,Monsenhor Tabosa,CE,monsenhor tabosa
2308708,Morada Nova,CE,morada nova
2308807,Moraújo,CE,moraujo
2308906,Morrinhos,CE,morrinhos
2309003,Mucambo,CE,mucambo
2309102,Mulungu,CE,mulungu
2309201,Nova Olinda,CE,nova olinda
2309300,Nova Russas,CE,nova russas
2309409,Novo Oriente,CE,novo oriente
2309458,Ocara,CE,ocara
2309508,Orós,CE,oros
2309607,Pacajus,CE,pacajus
2309706,Pacatuba,CE,pacatuba
2309805,Pacoti,CE,pacoti
2309904,Pacujá,CE,pacuja
2310001,Palhano,CE,palhano
2310100,Palmácia,CE,palmacia
2310209,Paracuru,CE,paracuru
2310258,Paraipaba,CE,paraipaba
2310308,Parambu,CE,parambu
2310407,Paramoti,CE,paramoti
2310506,Pedra Branca,CE,pedra branca
2310605,Penaforte,CE,penaforte
2310704,Pentecoste,CE,pentecoste
2310803,Pereiro,CE,pereiro
2310852,Pindoretama,CE,pindoretama
2310902,Piquet Carneiro,CE,piquet carneiro
2310951,Pires Ferreira,CE,pires ferreira
2311009,Poranga,CE,poranga
2311108,Porteiras,CE,porteiras
2311207,Potengi,CE,potengi
2311231,Potiretama,CE,potiretama
2311264,Quiterianópolis,CE,quiterianopolis
2311306,Quixadá,CE,quixada
2311355,Quixelô,CE,quixelo
2311405,Quixeramobim,CE,quixeramobim
2311504,Quixeré,CE,quixere
2311603,Redenção,CE,redencao
2311702,Reriutaba,CE,reriutaba
2311801,Russas,CE,russas
2311900,Saboeiro,CE,saboeiro
2311959,Salitre,CE,salitre
2312205,Santa Quitéria,CE,santa quiteria
2312007,Santana do Acaraú,CE,santana do acarau
2312106,Santana do Cariri,CE,santana do cariri
2312304,São Benedito,CE,sao benedito
2312403,São Gonçalo do Amarante,CE,sao goncalo do amarante
2312502,São João do Jaguaribe,CE,sao joao do jaguaribe
2312601,São Luís do Curu,CE,sao luis do curu
2312700,Senador Pompeu,CE,senador pompeu
2312809,Senador Sá,CE,senador sa
2312908,Sobral,CE,sobral
2313005,Solonópole,CE,solonopole
2313104,Tabuleiro do Norte,CE,tabuleiro do norte
2313203,Tamboril,CE,tamboril
2313252,Tarrafas,CE,tarrafas
2313302,Tauá,CE,taua
2313351,Tejuçuoca,CE,tejucuoca
2313401,Tianguá,CE,tiangua
2313500,Trairi,CE,trairi
2313559,Tururu,CE,tururu
2313609,Ubajara,CE,ubajara
2313708,Umari,CE,umari
2313757,Umirim,CE,umirim
2313807,Uruburetama,CE,uruburetama
2313906,Uruoca,CE,uruoca
2313955,Varjota,CE,varjota
2314003,Várzea Alegre,CE,varzea alegre
2314102,Viçosa do Ceará,CE,vicosa do ceara
5300108,Brasília,DF,brasilia
3200102,Afonso Cláudio,ES,afonso claudio
3200169,Água Doce do Norte,ES,agua doce do norte
3200136,Águia Branca,ES,aguia branca
3200201,Alegre,ES,alegre
3200300,Alfredo Chaves,ES,alfredo chaves
3200359,Alto Rio Novo,ES,alto rio novo
3200409,Anchieta,ES,anchieta
3200508,Apiacá,ES,apiaca
3200607,Aracruz,ES,aracruz
3200706,Atílio Vivácqua,ES,atilio vivacqua
3200805,Baixo Guandu,ES,baixo guandu
3200904,Barra de São Francisco,ES,barra de sao francisco
3201001,Boa Esperança,ES,boa esperanca
3201100,Bom Jesus do Norte,ES,bom jesus do norte
3201159,Brejetuba,ES,brejetuba
3201209,Cachoeiro de Itapemirim,ES,cachoeiro de itapemirim
3201308,Cariacica,ES,cariacica
3201407,Castelo,ES,castelo
3201506,Colatina,ES,colatina
3201605,Conceição da Barra,ES,conceicao da barra
3201704,Conceição do Castelo,ES,conceicao do castelo
3201803,Divino de São Lourenço,ES,divino de sao lourenco
3201902,Domingos Martins,ES,domingos martins
3202009,Dores do Rio Preto,ES,dores do rio preto
3202108,Ecoporanga,ES,ecoporanga
3202207,Fundão,ES,fundao
3202256,Governador Lindenberg,ES,governador lindenberg
3202306,Guaçuí,ES,guacui
3202405,Guarapari,ES,guarapari
3202454,Ibatiba,ES,ibatiba
3202504,Ibiraçu,ES,ibiracu
3202553,Ibitirama,ES,ibitirama
3202603,Iconha,ES,iconha
3202652,Irupi,ES,irupi
3202702,Itaguaçu,ES,itaguacu
3202801,Itapemirim,ES,itapemirim
3202900,Itarana,ES,itarana
3203007,Iúna,ES,iuna
3203056,Jaguaré,ES,jaguare
3203106,Jerônimo Monteiro,ES,jeronimo monteiro
3203130,João Neiva,ES,joao neiva
3203163,Laranja da Terra,ES,laranja da terra
3203205,Linhares,ES,linhares
3203304,Mantenópolis,ES,mantenopolis
3203320,Marataízes,ES,marataizes
3203346,Marechal Floriano,ES,marechal floriano
3203353,Marilândia,ES,marilandia
3203403,Mimoso do Sul,ES,mimoso do sul
3203502,Montanha,ES,montanha
3203601,Mucurici,ES,mucurici
3203700,Muniz Freire,ES,muniz freire
3203809,Muqui,ES,muqui
3203908,Nova Venécia,ES,nova venecia
3204005,Pancas,ES,pancas
3204054,Pedro Canário,ES,pedro canario
3204104,Pinheiros,ES,pinheiros
3204203,Piúma,ES,piuma
3204252,Ponto Belo,ES,ponto belo
3204302,Presidente Kennedy,ES,presidente kennedy
3204351,Rio Bananal,ES,rio bananal
3204401,Rio Novo do Sul,ES,rio novo do sul
3204500,Santa Leopoldina,ES,santa leopoldina
3204559,Santa Maria de Jetibá,ES,santa maria de jetiba
3204609,Santa Teresa,ES,santa teresa
3204658,São Domingos do Norte,ES,sao domingos do norte
3204708,São Gabriel da Palha,ES,sao gabriel da palha
3204807,São José do Calçado,ES,sao jose do calcado
3204906,São Mateus,ES,sao mateus
3204955,São Roque do Canaã,ES,sao roque do canaa
3205002,Serra,ES,serra
3205010,Sooretama,ES,sooretama
3205036,Vargem Alta,ES,vargem alta
3205069,Venda Nova do Imigrante,ES,venda nova do imigrante
3205101,Viana,ES,viana
3205150,Vila Pavão,ES,vila pavao
3205176,Vila Valério,ES,vila valerio
3205200,Vila Velha,ES,vila velha
3205309,Vitória,ES,vitoria
5200050,Abadia de Goiás,GO,abadia de goias
5200100,Abadiânia,GO,abadiania
5200134,Acreúna,GO,acreuna
5200159,Adelândia,GO,adelandia
5200175,Água Fria de Goiás,GO,agua fria de goias
5200209,Água Limpa,GO,agua limpa
5200258,Águas Lindas de Goiás,GO,aguas lindas de goias
5200308,Alexânia,GO,alexania
5200506,Aloândia,GO,aloandia
5200555,Alto Horizonte,GO,alto horizonte
5200605,Alto Paraíso de Goiás,GO,alto paraiso de goias
5200803,Alvorada do Norte,GO,alvorada do norte
5200829,Amaralina,GO,amaralina
5200852,Americano do Brasil,GO,americano do brasil
5200902,Amorinópolis,GO,amorinopolis
5201108,Anápolis,GO,anapolis
5201207,Anhanguera,GO,anhanguera
5201306,Anicuns,GO,anicuns
5201405,Aparecida de Goiânia,GO,aparecida de goiania
5201454,Aparecida do Rio Doce,GO,aparecida do rio doce
5201504,Aporé,GO,apore
5201603,Araçu,GO,aracu
5201702,Aragarças,GO,aragarcas
5201801,Aragoiânia,GO,aragoiania
5202155,Araguapaz,GO,araguapaz
5202353,Arenópolis,GO,arenopolis
5202502,Aruanã,GO,aruana
5202601,Aurilândia,GO,aurilandia
5202809,Avelinópolis,GO,avelinopolis
5203104,Baliza,GO,baliza
5203203,Barro Alto,GO,barro alto
5203302,Bela Vista de Goiás,GO,bela vista de goias
5203401,Bom Jardim de Goiás,GO,bom jardim de goias
5203500,Bom Jesus de Goiás,GO,bom jesus de goias
5203559,Bonfinópolis,GO,bonfinopolis
5203575,Bonópolis,GO,bonopolis
5203609,Brazabrantes,GO,brazabrantes
5203807,Britânia,GO,britania
5203906,Buriti Alegre,GO,buriti alegre
5203939,Buriti de Goiás,GO,buriti de goias
5203962,Buritinópolis,GO,buritinopolis
5204003,Cabeceiras,GO,cabeceiras
5204102,Cachoeira Alta,GO,cachoeira alta
5204201,Cachoeira de Goiás,GO,cachoeira de goias
5204250,Cachoeira Dourada,GO,cachoeira dourada
5204300,Caçu,GO,cacu
5204409,Caiapônia,GO,caiaponia
5204508,Caldas Novas,GO,caldas novas
5204557,Caldazinha,GO,caldazinha
5204607,Campestre de Goiás,GO,campestre de goias
5204656,Campinaçu,GO,campinacu
5204706,Campinorte,GO,campinorte
5204805,Campo Alegre de Goiás,GO,campo alegre de goias
5204854,Campo Limpo de Goiás,GO,campo limpo de goias
5204904,Campos Belos,GO,campos belos
5204953,Campos Verdes,GO,campos verdes
5205000,Carmo do Rio Verde,GO,carmo do rio verde
5205059,Castelândia,GO,castelandia
5205109,Catalão,GO,catalao
5205208,Caturaí,GO,caturai
5205307,Cavalcante,GO,cavalcante
5205406,Ceres,GO,ceres
5205455,Cezarina,GO,cezarina
5205471,Chapadão do Céu,GO,chapadao do ceu
5205497,Cidade Ocidental,GO,cidade ocidental
5205513,Cocalzinho de Goiás,GO,cocalzinho de goias
5205521,Colinas do Sul,GO,colinas do sul
5205703,Córrego do Ouro,GO,corrego do ouro
5205802,Corumbá de Goiás,GO,corumba de goias
5205901,Corumbaíba,GO,corumbaiba
5206206,Cristalina,GO,cristalina
5206305,Cristianópolis,GO,cristianopolis
5206404,Crixás,GO,crixas
5206503,Cromínia,GO,crominia
5206602,Cumari,GO,cumari
5206701,Damianópolis,GO,damianopolis
5206800,Damolândia,GO,damolandia
5206909,Davinópolis,GO,davinopolis
5207105,Diorama,GO,diorama
5208301,Divinópolis de Goiás,GO,divinopolis de goias
5207253,Doverlândia,GO,doverlandia
5207352,Edealina,GO,edealina
5207402,Edéia,GO,edeia
5207501,Estrela do Norte,GO,estrela do norte
5207535,Faina,GO,faina
5207600,Fazenda Nova,GO,fazenda nova
5207808,Firminópolis,GO,firminopolis
5207907,Flores de Goiás,GO,flores de goias
5208004,Formosa,GO,formosa
5208103,Formoso,GO,formoso
5208152,Gameleira de Goiás,GO,gameleira de goias
5208400,Goianápolis,GO,goianapolis
5208509,Goiandira,GO,goiandira
5208608,Goianésia,GO,goianesia
5208707,Goiânia,GO,goiania
5208806,Goianira,GO,goianira
5208905,Goiás,GO,goias
5209101,Goiatuba,GO,goiatuba
5209150,Gouvelândia,GO,gouvelandia
5209200,Guapó,GO,guapo
5209291,Guaraíta,GO,guaraita
5209408,Guarani de Goiás,GO,guarani de goias
5209457,Guarinos,GO,guarinos
5209606,Heitoraí,GO,heitorai
5209705,Hidrolândia,GO,hidrolandia
5209804,Hidrolina,GO,hidrolina
5209903,Iaciara,GO,iaciara
5209937,Inaciolândia,GO,inaciolandia
5209952,Indiara,GO,indiara
5210000,Inhumas,GO,inhumas
5210109,Ipameri,GO,ipameri
5210158,Ipiranga de Goiás,GO,ipiranga de goias
5210208,Iporá,GO,ipora
5210307,Israelândia,GO,israelandia
5210406,Itaberaí,GO,itaberai
5210562,Itaguari,GO,itaguari
5210604,Itaguaru,GO,itaguaru
5210802,Itajá,GO,itaja
5210901,Itapaci,GO,itapaci
5211008,Itapirapuã,GO,itapirapua
5211206,Itapuranga,GO,itapuranga
5211305,Itarumã,GO,itaruma
5211404,Itauçu,GO,itaucu
5211503,Itumbiara,GO,itumbiara
5211602,Ivolândia,GO,ivolandia
5211701,Jandaia,GO,jandaia
5211800,Jaraguá,GO,jaragua
5211909,Jataí,GO,jatai
5212006,Jaupaci,GO,jaupaci
5212055,Jesúpolis,GO,jesupolis
5212105,Joviânia,GO,joviania
5212204,Jussara,GO,jussara
5212253,Lagoa Santa,GO,lagoa santa
5212303,Leopoldo de Bulhões,GO,leopoldo de bulhoes
5212501,Luziânia,GO,luziania
5212600,Mairipotaba,GO,mairipotaba
5212709,Mambaí,GO,mambai
5212808,Mara Rosa,GO,mara rosa
5212907,Marzagão,GO,marzagao
5212956,Matrinchã,GO,matrincha
5213004,Maurilândia,GO,maurilandia
5213053,Mimoso de Goiás,GO,mimoso de goias
5213087,Minaçu,GO,minacu
5213103,Mineiros,GO,mineiros
5213400,Moiporá,GO,moipora
5213509,Monte Alegre de Goiás,GO,monte alegre de goias
5213707,Montes Claros de Goiás,GO,montes claros de goias
5213756,Montividiu,GO,montividiu
5213772,Montividiu do Norte,GO,montividiu do norte
5213806,Morrinhos,GO,morrinhos
5213855,Morro Agudo de Goiás,GO,morro agudo de goias
5213905,Mossâmedes,GO,mossamedes
5214002,Mozarlândia,GO,mozarlandia
5214051,Mundo Novo,GO,mundo novo
5214101,Mutunópolis,GO,mutunopolis
5214408,Nazário,GO,nazario
5214507,Nerópolis,GO,neropolis
5214606,Niquelândia,GO,niquelandia
5214705,Nova América,GO,nova america
5214804,Nova Aurora,GO,nova aurora
5214838,Nova Crixás,GO,nova crixas
5214861,Nova Glória,GO,nova gloria
5214879,Nova Iguaçu de Goiás,GO,nova iguacu de goias
5214903,Nova Roma,GO,nova roma
5215009,Nova Veneza,GO,nova veneza
5215207,Novo Brasil,GO,novo brasil
5215231,Novo Gama,GO,novo gama
5215256,Novo Planalto,GO,novo planalto
5215306,Orizona,GO,orizona
5215405,Ouro Verde de Goiás,GO,ouro verde de goias
5215504,Ouvidor,GO,ouvidor
5215603,Padre Bernardo,GO,padre bernardo
5215652,Palestina de Goiás,GO,palestina de goias
5215702,Palmeiras de Goiás,GO,palmeiras de goias
5215801,Palmelo,GO,palmelo
5215900,Palminópolis,GO,palminopolis
5216007,Panamá,GO,panama
5216304,Paranaiguara,GO,paranaiguara
5216403,Paraúna,GO,parauna
5216452,Perolândia,GO,perolandia
5216809,Petrolina de Goiás,GO,petrolina de goias
5216908,Pilar de Goiás,GO,pilar de goias
5217104,Piracanjuba,GO,piracanjuba
5217203,Piranhas,GO,piranhas
5217302,Pirenópolis,GO,pirenopolis
5217401,Pires do Rio,GO,pires do rio
5217609,Planaltina,GO,planaltina
5217708,Pontalina,GO,pontalina
5218003,Porangatu,GO,porangatu
5218052,Porteirão,GO,porteirao
5218102,Portelândia,GO,portelandia
5218300,Posse,GO,posse
5218391,Professor Jamil,GO,professor jamil
5218508,Quirinópolis,GO,quirinopolis
5218607,Rialma,GO,rialma
5218706,Rianápolis,GO,rianapolis
5218789,Rio Quente,GO,rio quente
5218805,Rio Verde,GO,rio verde
5218904,Rubiataba,GO,rubiataba
5219001,Sanclerlândia,GO,sanclerlandia
5219100,Santa Bárbara de Goiás,GO,santa barbara de goias
5219209,Santa Cruz de Goiás,GO,santa cruz de goias
5219258,Santa Fé de Goiás,GO,santa fe de goias
5219308,Santa Helena de Goiás,GO,santa helena de goias
5219357,Santa Isabel,GO,santa isabel
5219407,Santa Rita do Araguaia,GO,santa rita do araguaia
5219456,Santa Rita do Novo Destino,GO,santa rita do novo destino
5219506,Santa Rosa de Goiás,GO,santa rosa de goias
5219605,Santa Tereza de Goiás,GO,santa tereza de goias
5219704,Santa Terezinha de Goiás,GO,santa terezinha de goias
5219712,Santo Antônio da Barra,GO,santo antonio da barra
5219738,Santo Antônio de Goiás,GO,santo antonio de goias
5219753,Santo Antônio do Descoberto,GO,santo antonio do descoberto
5219803,São Domingos,GO,sao domingos
5219902,São Francisco de Goiás,GO,sao francisco de goias
5220009,São João d'Aliança,GO,sao joao d'alianca
5220058,São João da Paraúna,GO,sao joao da parauna
5220108,São Luís de Montes Belos,GO,sao luis de montes belos
5220157,São Luiz do Norte,GO,sao luiz do norte
5220207,São Miguel do Araguaia,GO,sao miguel do araguaia
5220264,São Miguel do Passa Quatro,GO,sao miguel do passa quatro
5220280,São Patrício,GO,sao patricio
5220405,São Simão,GO,sao simao
5220454,Senador Canedo,GO,senador canedo
5220504,Serranópolis,GO,serranopolis
5220603,Silvânia,GO,silvania
5220686,Simolândia,GO,simolandia
5220702,Sítio d'Abadia,GO,sitio d'abadia
5221007,Taquaral de Goiás,GO,taquaral de goias
5221080,Teresina de Goiás,GO,teresina de goias
5221197,Terezópolis de Goiás,GO,terezopolis de goias
5221304,Três Ranchos,GO,tres ranchos
5221403,Trindade,GO,trindade
5221452,Trombas,GO,trombas
5221502,Turvânia,GO,turvania
5221551,Turvelândia,GO,turvelandia
5221577,Uirapuru,GO,uirapuru
5221601,Uruaçu,GO,uruacu
5221700,Uruana,GO,uruana
5221809,Urutaí,GO,urutai
5221858,Valparaíso de Goiás,GO,valparaiso de goias
5221908,Varjão,GO,varjao
5222005,Vianópolis,GO,vianopolis
5222054,Vicentinópolis,GO,vicentinopolis
5222203,Vila Boa,GO,vila boa
5222302,Vila Propício,GO,vila propicio
2100055,Açailândia,MA,acailandia
2100105,Afonso Cunha,MA,afonso cunha
2100154,Água Doce do Maranhão,MA,agua doce do maranhao
2100204,Alcântara,MA,alcantara
2100303,Aldeias Altas,MA,aldeias altas
2100402,Altamira do Maranhão,MA,altamira do maranhao
2100436,Alto Alegre do Maranhão,MA,alto alegre do maranhao
2100477,Alto Alegre do Pindaré,MA,alto alegre do pindare
2100501,Alto Parnaíba,MA,alto parnaiba
2100550,Amapá do Maranhão,MA,amapa do maranhao
2100600,Amarante do Maranhão,MA,amarante do maranhao
2100709,Anajatuba,MA,anajatuba
2100808,Anapurus,MA,anapurus
2100832,Apicum-Açu,MA,apicum-acu
2100873,Araguanã,MA,araguana
2100907,Araioses,MA,araioses
2100956,Arame,MA,arame
2101004,Arari,MA,arari
2101103,Axixá,MA,axixa
2101202,Bacabal,MA,bacabal
2101251,Bacabeira,MA,bacabeira
2101301,Bacuri,MA,bacuri
2101350,Bacurituba,MA,bacurituba
2101400,Balsas,MA,balsas
2101509,Barão de Grajaú,MA,barao de grajau
2101608,Barra do Corda,MA,barra do corda
2101707,Barreirinhas,MA,barreirinhas
2101772,Bela Vista do Maranhão,MA,bela vista do maranhao
2101731,Belágua,MA,belagua
2101806,Benedito Leite,MA,benedito leite
2101905,Bequimão,MA,bequimao
2101939,Bernardo do Mearim,MA,bernardo do mearim
2101970,Boa Vista do Gurupi,MA,boa vista do gurupi
2102002,Bom Jardim,MA,bom jardim
2102036,Bom Jesus das Selvas,MA,bom jesus das selvas
2102077,Bom Lugar,MA,bom lugar
2102101,Brejo,MA,brejo
2102150,Brejo de Areia,MA,brejo de areia
2102200,Buriti,MA,buriti
2102309,Buriti Bravo,MA,buriti bravo
2102325,Buriticupu,MA,buriticupu
2102358,Buritirana,MA,buritirana
2102374,Cachoeira Grande,MA,cachoeira grande
2102408,Cajapió,MA,cajapio
2102507,Cajari,MA,cajari
2102556,Campestre do Maranhão,MA,campestre do maranhao
2102606,Cândido Mendes,MA,candido mendes
2102705,Cantanhede,MA,cantanhede
2102754,Capinzal do Norte,MA,capinzal do norte
2102804,Carolina,MA,carolina
2102903,Carutapera,MA,carutapera
2103000,Caxias,MA,caxias
2103109,Cedral,MA,cedral
2103125,Central do Maranhão,MA,central do maranhao
2103158,Centro do Guilherme,MA,centro do guilherme
2103174,Centro Novo do Maranhão,MA,centro novo do maranhao
2103208,Chapadinha,MA,chapadinha
2103257,Cidelândia,MA,cidelandia
2103307,Codó,MA,codo
2103406,Coelho Neto,MA,coelho neto
2103505,Colinas,MA,colinas
2103554,Conceição do Lago-Açu,MA,conceicao do lago-acu
2103604,Coroatá,MA,coroata
2103703,Cururupu,MA,cururupu
2103752,Davinópolis,MA,davinopolis
2103802,Dom Pedro,MA,dom pedro
2103901,Duque Bacelar,MA,duque bacelar
2104008,Esperantinópolis,MA,esperantinopolis
2104057,Estreito,MA,estreito
2104073,Feira Nova do Maranhão,MA,feira nova do maranhao
2104081,Fernando Falcão,MA,fernando falcao
2104099,Formosa da Serra Negra,MA,formosa da serra negra
2104107,Fortaleza dos Nogueiras,MA,fortaleza dos nogueiras
2104206,Fortuna,MA,fortuna
2104305,Godofredo Viana,MA,godofredo viana
2104404,Gonçalves Dias,MA,goncalves dias
2104503,Governador Archer,MA,governador archer
2104552,Governador Edison Lobão,MA,governador edison lobao
2104602,Governador Eugênio Barros,MA,governador eugenio barros
2104628,Governador Luiz Rocha,MA,governador luiz rocha
2104651,Governador Newton Bello,MA,governador newton bello
2104677,Governador Nunes Freire,MA,governador nunes freire
2104701,Graça Aranha,MA,graca aranha
2104800,Grajaú,MA,grajau
2104909,Guimarães,MA,guimaraes
2105005,Humberto de Campos,MA,humberto de campos
2105104,Icatu,MA,icatu
2105153,Igarapé do Meio,MA,igarape do meio
2105203,Igarapé Grande,MA,igarape grande
2105302,Imperatriz,MA,imperatriz
2105351,Itaipava do Grajaú,MA,itaipava do grajau
2105401,Itapecuru Mirim,MA,itapecuru mirim
2105427,Itinga do Maranhão,MA,itinga do maranhao
2105450,Jatobá,MA,jatoba
2105476,Jenipapo dos Vieiras,MA,jenipapo dos vieiras
2105500,João Lisboa,MA,joao lisboa
2105609,Joselândia,MA,joselandia
2105658,Junco do Maranhão,MA,junco do maranhao
2105708,Lago da Pedra,MA,lago da pedra
2105807,Lago do Junco,MA,lago do junco
2105948,Lago dos Rodrigues,MA,lago dos rodrigues
2105906,Lago Verde,MA,lago verde
2105922,Lagoa do Mato,MA,lagoa do mato
2105963,Lagoa Grande do Maranhão,MA,lagoa grande do maranhao
2105989,Lajeado Novo,MA,lajeado novo
2106003,Lima Campos,MA,lima campos
2106102,Loreto,MA,loreto
2106201,Luís Domingues,MA,luis domingues
2106300,Magalhães de Almeida,MA,magalhaes de almeida
2106326,Maracaçumé,MA,maracacume
2106359,Marajá do Sena,MA,maraja do sena
2106375,Maranhãozinho,MA,maranhaozinho
2106409,Mata Roma,MA,mata roma
2106508,Matinha,MA,matinha
2106607,Matões,MA,matoes
2106631,Matões do Norte,MA,matoes do norte
2106672,Milagres do Maranhão,MA,milagres do maranhao
2106706,Mirador,MA,mirador
2106755,Miranda do Norte,MA,miranda do norte
2106805,Mirinzal,MA,mirinzal
2106904,Monção,MA,moncao
2107001,Montes Altos,MA,montes altos
2107100,Morros,MA,morros
2107209,Nina Rodrigues,MA,nina rodrigues
2107258,Nova Colinas,MA,nova colinas
2107308,Nova Iorque,MA,nova iorque
2107357,Nova Olinda do Maranhão,MA,nova olinda do maranhao
2107407,Olho d'Água das Cunhãs,MA,olho d'agua das cunhas
2107456,Olinda Nova do Maranhão,MA,olinda nova do maranhao
2107506,Paço do Lumiar,MA,paco do lumiar
2107605,Palmeirândia,MA,palmeirandia
2107704,Paraibano,MA,paraibano
2107803,Parnarama,MA,parnarama
2107902,Passagem Franca,MA,passagem franca
2108009,Pastos Bons,MA,pastos bons
2108058,Paulino Neves,MA,paulino neves
2108108,Paulo Ramos,MA,paulo ramos
2108207,Pedreiras,MA,pedreiras
2108256,Pedro do Rosário,MA,pedro do rosario
2108306,Penalva,MA,penalva
2108405,Peri Mirim,MA,peri mirim
2108454,Peritoró,MA,peritoro
